graph_nr,demo,_metric_value,save_name,metric_name
0.0,gender,1.1943270590991413,sequential_llama3.1-70b,same_ratio
0.0,race/ethnicity,1.3334063608330096,sequential_llama3.1-70b,same_ratio
0.0,age,1.17427606306286,sequential_llama3.1-70b,same_ratio
0.0,religion,1.3838041019809773,sequential_llama3.1-70b,same_ratio
0.0,political affiliation,2.0451081763245536,sequential_llama3.1-70b,same_ratio
0.0,gender,0.8166596297545204,sequential_llama3.1-70b,cross_ratio
0.0,race/ethnicity,0.7039778764228657,sequential_llama3.1-70b,cross_ratio
0.0,age,0.8425981716594627,sequential_llama3.1-70b,cross_ratio
0.0,religion,0.8141398426688822,sequential_llama3.1-70b,cross_ratio
0.0,political affiliation,0.015572879028931893,sequential_llama3.1-70b,cross_ratio
1.0,gender,1.1574970941495544,sequential_llama3.1-70b,same_ratio
1.0,race/ethnicity,1.346427301813011,sequential_llama3.1-70b,same_ratio
1.0,age,1.1145162712761267,sequential_llama3.1-70b,same_ratio
1.0,religion,1.4364257499733106,sequential_llama3.1-70b,same_ratio
1.0,political affiliation,2.039021097531201,sequential_llama3.1-70b,same_ratio
1.0,gender,0.8514073352016571,sequential_llama3.1-70b,cross_ratio
1.0,race/ethnicity,0.692416949420027,sequential_llama3.1-70b,cross_ratio
1.0,age,0.8539310678957784,sequential_llama3.1-70b,cross_ratio
1.0,religion,0.788657395440211,sequential_llama3.1-70b,cross_ratio
1.0,political affiliation,0.021306529944129543,sequential_llama3.1-70b,cross_ratio
2.0,gender,1.1837931925502523,sequential_llama3.1-70b,same_ratio
2.0,race/ethnicity,1.2170947218683321,sequential_llama3.1-70b,same_ratio
2.0,age,1.1517676919467394,sequential_llama3.1-70b,same_ratio
2.0,religion,1.3245328457387504,sequential_llama3.1-70b,same_ratio
2.0,political affiliation,2.0475736828128537,sequential_llama3.1-70b,same_ratio
2.0,gender,0.8265979420108928,sequential_llama3.1-70b,cross_ratio
2.0,race/ethnicity,0.807247706899513,sequential_llama3.1-70b,cross_ratio
2.0,age,0.8388484089011913,sequential_llama3.1-70b,cross_ratio
2.0,religion,0.8428424150320594,sequential_llama3.1-70b,cross_ratio
2.0,political affiliation,0.013250524741599897,sequential_llama3.1-70b,cross_ratio
3.0,gender,1.1842159079621613,sequential_llama3.1-70b,same_ratio
3.0,race/ethnicity,1.1775857632243436,sequential_llama3.1-70b,same_ratio
3.0,age,1.217925954889858,sequential_llama3.1-70b,same_ratio
